V01301 V04001 V04002 V04003 V13305 V10004_701 V11291_701 V12001_701 V13003_701 V14032
54423 2011 4 20 0.0000 959.8000 2.0000 14.9000 30.0000 7.9000 
54423 2011 4 21 4.0000 966.1000 1.9000 10.1000 64.0000 0.0000 
54423 2011 4 22 0.0000 966.2000 1.0000 8.3000 68.0000 6.6000 
54423 2011 4 23 999990.0000 963.0000 2.7000 9.1000 51.0000 9.5000 
54423 2011 4 24 999990.0000 960.3000 3.2000 10.5000 41.0000 8.8000 
54423 2011 4 25 0.0000 954.9000 2.1000 10.0000 55.0000 6.7000 
54423 2011 4 26 15.8000 955.3000 1.8000 7.8000 90.0000 0.0000 
54423 2011 4 27 0.0000 961.2000 1.6000 9.1000 65.0000 10.8000 
54423 2011 4 28 999990.0000 956.8000 2.5000 12.7000 48.0000 9.8000 
54423 2011 4 29 11.2000 951.1000 0.9000 10.1000 88.0000 0.0000 
54423 2011 4 30 0.0000 951.1000 2.3000 11.3000 64.0000 5.3000 
54423 2011 5 1 0.0000 960.3000 3.4000 16.9000 32.0000 11.3000 
54423 2011 5 2 0.0000 962.7000 3.2000 14.3000 36.0000 11.3000 
54423 2011 5 3 0.0000 965.5000 2.0000 14.4000 31.0000 11.0000 
54423 2011 5 4 0.2000 961.5000 2.7000 12.7000 52.0000 0.8000 
54423 2011 5 5 10.3000 953.5000 1.8000 11.6000 74.0000 6.0000 
54423 2011 5 6 0.0000 953.9000 2.7000 12.1000 53.0000 9.1000 
54423 2011 5 7 0.0000 958.6000 1.9000 16.0000 42.0000 10.5000 
54423 2011 5 8 0.8000 960.8000 2.6000 13.6000 64.0000 5.5000 
54423 2011 5 9 6.6000 957.0000 2.6000 16.5000 55.0000 7.8000 
54423 2011 5 10 0.0000 959.1000 2.0000 18.2000 38.0000 12.5000 
54423 2011 5 11 0.0000 957.2000 2.7000 17.6000 38.0000 9.1000 
54423 2011 5 12 0.0000 958.7000 5.6000 14.1000 30.0000 7.7000 
54423 2011 5 13 0.0000 959.5000 3.7000 16.8000 27.0000 11.3000 
54423 2011 5 14 0.0000 958.6000 2.3000 18.0000 28.0000 10.3000 
54423 2011 5 15 0.0000 962.1000 2.6000 18.5000 20.0000 12.1000 
54423 2011 5 16 0.0000 963.4000 2.5000 17.2000 31.0000 8.2000 
54423 2011 5 17 0.0000 951.8000 2.3000 20.4000 42.0000 8.0000 
54423 2011 5 18 999990.0000 950.5000 2.3000 19.8000 65.0000 1.7000 
54423 2011 5 19 0.0000 961.1000 4.3000 17.3000 35.0000 11.7000 
54423 2011 5 20 999990.0000 964.3000 2.2000 13.9000 38.0000 0.0000 
54423 2011 5 21 0.0000 963.5000 3.2000 14.4000 34.0000 11.4000 
54423 2011 5 22 0.0000 961.3000 2.3000 17.9000 30.0000 12.3000 
54423 2011 5 23 0.0000 962.3000 2.5000 19.7000 32.0000 10.6000 
54423 2011 5 24 0.0000 964.0000 1.7000 20.3000 41.0000 10.3000 
54423 2011 5 25 0.0000 964.1000 3.0000 19.6000 43.0000 11.3000 
54423 2011 5 26 5.2000 963.1000 3.1000 19.2000 55.0000 4.7000 
54423 2011 5 27 0.0000 962.4000 1.8000 16.3000 77.0000 8.4000 
54423 2011 5 28 0.0000 960.5000 2.4000 21.5000 61.0000 8.8000 
54423 2011 5 29 999990.0000 959.4000 1.6000 21.5000 71.0000 0.0000 
54423 2011 5 30 999990.0000 955.2000 2.4000 19.1000 66.0000 6.1000 
54423 2011 5 31 999990.0000 953.7000 2.1000 18.9000 57.0000 9.6000 
54423 2011 6 1 0.0000 958.8000 1.8000 19.8000 47.0000 11.9000 
54423 2011 6 2 0.7000 957.1000 2.4000 19.2000 56.0000 2.5000 
54423 2011 6 3 1.2000 956.7000 1.9000 21.3000 44.0000 12.6000 
54423 2011 6 4 0.0000 958.7000 1.8000 21.5000 40.0000 12.1000 
54423 2011 6 5 0.0000 958.6000 2.2000 23.0000 39.0000 12.7000 
54423 2011 6 6 0.9000 952.2000 1.9000 24.3000 48.0000 5.9000 
54423 2011 6 7 11.3000 948.9000 1.8000 21.6000 66.0000 8.3000 
54423 2011 6 8 0.2000 950.7000 1.2000 22.4000 59.0000 10.4000 
54423 2011 6 9 0.0000 954.8000 2.4000 23.8000 43.0000 11.2000 
54423 2011 6 10 31.2000 953.3000 1.8000 21.5000 67.0000 5.4000 
54423 2011 6 11 10.2000 955.5000 1.4000 18.1000 87.0000 4.3000 
54423 2011 6 12 999990.0000 958.2000 1.1000 21.0000 63.0000 10.2000 
54423 2011 6 13 0.0000 958.3000 2.4000 22.9000 59.0000 12.9000 
54423 2011 6 14 0.1000 955.5000 2.9000 23.1000 64.0000 7.5000 
54423 2011 6 15 9.5000 955.3000 1.2000 20.6000 83.0000 3.7000 
54423 2011 6 16 7.8000 958.1000 1.8000 18.9000 84.0000 1.5000 
54423 2011 6 17 0.0000 959.6000 1.6000 21.5000 72.0000 9.8000 
54423 2011 6 18 0.0000 958.8000 1.8000 24.0000 66.0000 12.3000 
54423 2011 6 19 0.0000 958.3000 1.7000 24.7000 72.0000 7.9000 
54423 2011 6 20 0.0000 956.5000 1.2000 25.1000 71.0000 8.5000 
54423 2011 6 21 0.0000 955.2000 2.4000 24.9000 61.0000 6.9000 
54423 2011 6 22 0.1000 951.6000 0.8000 23.1000 73.0000 0.0000 
54423 2011 6 23 23.0000 952.0000 1.8000 19.2000 89.0000 0.0000 
54423 2011 6 24 0.0000 960.3000 1.3000 20.8000 68.0000 9.2000 
54423 2011 6 25 0.0000 964.0000 2.1000 21.3000 59.0000 12.8000 
54423 2011 6 26 0.0000 957.1000 1.9000 22.1000 55.0000 11.0000 
54423 2011 6 27 0.0000 951.2000 1.7000 24.5000 45.0000 8.6000 
54423 2011 6 28 0.0000 954.7000 1.8000 24.9000 57.0000 9.2000 
54423 2011 6 29 0.0000 956.1000 2.6000 24.6000 69.0000 3.7000 
54423 2011 6 30 8.8000 954.8000 2.1000 24.8000 76.0000 5.2000 
54423 2011 7 1 999990.0000 955.0000 1.4000 23.6000 85.0000 0.0000 
54423 2011 7 2 0.0000 953.2000 1.9000 24.7000 75.0000 5.7000 
54423 2011 7 3 0.0000 954.3000 1.0000 25.8000 56.0000 13.0000 
54423 2011 7 4 0.0000 956.4000 1.3000 26.4000 49.0000 12.8000 
54423 2011 7 5 1.4000 952.9000 1.2000 21.4000 80.0000 1.5000 
54423 2011 7 6 0.0000 949.9000 1.8000 24.2000 71.0000 6.3000 
54423 2011 7 7 24.4000 949.3000 1.8000 20.1000 68.0000 7.0000 
54423 2011 7 8 0.0000 951.1000 2.7000 19.9000 63.0000 10.3000 
54423 2011 7 9 0.0000 957.3000 1.6000 23.0000 59.0000 13.0000 
54423 2011 7 10 0.0000 958.9000 2.0000 24.5000 60.0000 10.6000 
54423 2011 7 11 0.1000 959.8000 1.3000 25.3000 62.0000 8.9000 
54423 2011 7 12 8.9000 960.2000 2.0000 22.8000 74.0000 5.3000 
54423 2011 7 13 0.0000 957.5000 1.3000 25.2000 72.0000 8.2000 
54423 2011 7 14 1.3000 958.4000 2.6000 23.6000 77.0000 6.7000 
54423 2011 7 15 0.5000 958.2000 1.4000 23.9000 73.0000 7.6000 
54423 2011 7 16 0.0000 956.8000 1.0000 25.5000 68.0000 6.3000 
54423 2011 7 17 999990.0000 956.8000 2.2000 23.3000 77.0000 0.0000 
54423 2011 7 18 0.3000 957.4000 1.4000 23.3000 75.0000 5.2000 
54423 2011 7 19 2.0000 955.5000 1.2000 22.1000 84.0000 0.0000 
54423 2011 7 20 4.1000 955.6000 1.5000 21.5000 91.0000 0.0000 
54423 2011 7 21 2.2000 955.2000 1.1000 22.1000 92.0000 3.0000 
54423 2011 7 22 0.3000 955.0000 1.7000 25.2000 77.0000 3.6000 
54423 2011 7 23 0.0000 955.4000 1.6000 26.9000 75.0000 5.6000 
54423 2011 7 24 10.7000 955.1000 2.4000 25.7000 88.0000 0.0000 
54423 2011 7 25 76.8000 952.0000 1.1000 22.0000 97.0000 0.0000 
54423 2011 7 26 0.0000 952.6000 1.7000 25.2000 71.0000 13.0000 
54423 2011 7 27 1.1000 955.1000 2.4000 24.0000 84.0000 3.0000 
54423 2011 7 28 0.0000 957.3000 0.9000 25.4000 79.0000 7.1000 
54423 2011 7 29 1.0000 959.1000 1.3000 21.7000 89.0000 0.0000 
54423 2011 7 30 9.5000 954.9000 1.4000 23.0000 80.0000 7.1000 
54423 2011 7 31 0.0000 956.1000 1.6000 24.8000 69.0000 11.9000 
54423 2011 8 1 0.0000 957.4000 1.7000 25.2000 63.0000 10.4000 
54423 2011 8 2 0.0000 960.5000 1.5000 23.0000 75.0000 1.4000 
54423 2011 8 3 0.0000 957.5000 2.6000 24.1000 71.0000 9.9000 
54423 2011 8 4 0.0000 956.9000 1.9000 24.5000 74.0000 9.4000 
54423 2011 8 5 0.0000 958.8000 1.6000 25.6000 77.0000 0.0000 
54423 2011 8 6 0.0000 958.8000 1.3000 23.8000 81.0000 0.0000 
54423 2011 8 7 4.7000 958.9000 1.1000 24.0000 83.0000 7.1000 
54423 2011 8 8 0.0000 954.3000 1.4000 25.6000 76.0000 7.4000 
54423 2011 8 9 6.8000 956.2000 1.5000 24.7000 81.0000 7.6000 
54423 2011 8 10 0.0000 960.6000 0.9000 23.8000 75.0000 7.6000 
54423 2011 8 11 0.0000 958.8000 1.9000 25.7000 66.0000 11.1000 
54423 2011 8 12 0.0000 955.8000 2.4000 26.0000 70.0000 8.5000 
54423 2011 8 13 0.0000 953.1000 1.4000 25.9000 74.0000 8.6000 
54423 2011 8 14 23.2000 955.2000 1.8000 24.7000 86.0000 0.0000 
54423 2011 8 15 79.5000 955.6000 1.9000 21.3000 97.0000 0.0000 
54423 2011 8 16 1.2000 956.8000 0.5000 23.5000 74.0000 9.0000 
54423 2011 8 17 0.0000 959.3000 1.2000 22.9000 76.0000 3.1000 
54423 2011 8 18 0.0000 961.8000 1.2000 23.2000 66.0000 11.1000 
54423 2011 8 19 0.0000 963.8000 1.2000 23.5000 67.0000 10.9000 
54423 2011 8 20 0.0000 963.8000 1.5000 24.1000 65.0000 10.9000 
54423 2011 8 21 0.0000 962.4000 2.9000 23.7000 66.0000 11.0000 
54423 2011 8 22 0.0000 963.5000 1.3000 21.4000 68.0000 9.1000 
54423 2011 8 23 0.0000 964.2000 1.0000 21.9000 74.0000 5.0000 
54423 2011 8 24 12.8000 964.0000 1.5000 21.7000 81.0000 2.8000 
54423 2011 8 25 11.0000 966.3000 1.5000 20.4000 84.0000 4.4000 
54423 2011 8 26 0.0000 967.3000 1.2000 21.2000 80.0000 6.5000 
54423 2011 8 27 0.0000 965.4000 1.5000 19.5000 84.0000 2.0000 
54423 2011 8 28 0.0000 961.9000 1.1000 20.7000 77.0000 8.0000 
54423 2011 8 29 0.0000 961.5000 1.1000 22.1000 75.0000 7.4000 
54423 2011 8 30 0.0000 960.8000 1.0000 23.2000 76.0000 7.6000 
54423 2011 8 31 0.0000 957.8000 1.7000 23.8000 83.0000 0.0000 
54423 2011 9 1 999990.0000 962.5000 1.8000 21.7000 60.0000 11.0000 
54423 2011 9 2 0.0000 961.5000 1.4000 20.4000 60.0000 10.2000 
54423 2011 9 3 999990.0000 965.0000 2.0000 20.6000 66.0000 8.0000 
54423 2011 9 4 0.0000 965.2000 1.2000 20.7000 71.0000 10.3000 
54423 2011 9 5 0.0000 965.3000 1.7000 20.9000 62.0000 10.7000 
54423 2011 9 6 0.0000 962.0000 1.5000 20.3000 71.0000 8.9000 
54423 2011 9 7 999990.0000 958.1000 1.2000 20.8000 75.0000 3.9000 
54423 2011 9 8 4.7000 964.4000 2.0000 14.6000 80.0000 0.3000 
54423 2011 9 9 0.0000 971.0000 1.6000 15.2000 64.0000 10.6000 
54423 2011 9 10 4.0000 974.4000 0.8000 11.3000 87.0000 0.0000 
54423 2011 9 11 3.7000 969.3000 1.3000 15.4000 82.0000 6.9000 
54423 2011 9 12 0.0000 966.7000 1.4000 15.2000 84.0000 4.3000 
54423 2011 9 13 0.0000 963.0000 0.9000 18.8000 79.0000 0.4000 
54423 2011 9 14 0.0000 961.5000 1.3000 19.0000 78.0000 0.4000 
54423 2011 9 15 0.0000 962.1000 1.5000 18.8000 81.0000 3.0000 
54423 2011 9 16 27.0000 965.8000 1.6000 16.0000 74.0000 4.2000 
54423 2011 9 17 0.0000 970.3000 1.7000 13.2000 54.0000 8.7000 
54423 2011 9 18 0.0000 975.6000 1.9000 11.0000 60.0000 10.8000 
54423 2011 9 19 0.0000 974.2000 1.3000 11.2000 60.0000 10.8000 
54423 2011 9 20 0.0000 970.6000 1.1000 12.2000 61.0000 11.1000 
54423 2011 9 21 0.0000 966.6000 1.4000 12.9000 61.0000 11.0000 
54423 2011 9 22 0.0000 966.9000 1.0000 14.0000 61.0000 10.9000 
54423 2011 9 23 0.0000 967.1000 1.4000 15.1000 60.0000 10.8000 
54423 2011 9 24 0.0000 965.3000 1.0000 16.6000 63.0000 9.7000 
54423 2011 9 25 0.0000 967.5000 1.4000 17.0000 64.0000 9.1000 
54423 2011 9 26 0.0000 969.3000 1.0000 16.9000 65.0000 8.1000 
54423 2011 9 27 0.0000 967.7000 1.1000 15.8000 70.0000 5.0000 
54423 2011 9 28 999990.0000 965.5000 0.6000 15.7000 79.0000 0.0000 
54423 2011 9 29 0.0000 969.0000 3.3000 14.4000 43.0000 10.5000 
54423 2011 9 30 0.0000 974.8000 2.6000 9.4000 38.0000 10.9000 
54423 2011 10 1 0.0000 975.5000 1.6000 8.8000 45.0000 10.9000 
54423 2011 10 2 0.0000 980.3000 1.5000 8.9000 43.0000 10.8000 
54423 2011 10 3 0.0000 977.2000 1.5000 8.3000 49.0000 10.0000 
54423 2011 10 4 0.0000 970.6000 1.4000 10.2000 54.0000 9.8000 
54423 2011 10 5 0.0000 964.3000 2.1000 13.4000 56.0000 7.2000 
54423 2011 10 6 0.0000 969.3000 1.4000 11.4000 37.0000 10.1000 
54423 2011 10 7 0.0000 969.8000 1.0000 10.4000 53.0000 7.7000 
54423 2011 10 8 0.0000 968.5000 1.0000 13.0000 69.0000 0.0000 
54423 2011 10 9 0.2000 969.5000 1.4000 15.6000 71.0000 4.7000 
54423 2011 10 10 0.0000 975.6000 1.4000 12.7000 51.0000 9.3000 
54423 2011 10 11 0.0000 973.9000 1.3000 12.6000 61.0000 8.0000 
54423 2011 10 12 0.0000 968.3000 1.4000 12.4000 70.0000 2.3000 
54423 2011 10 13 13.3000 962.4000 0.8000 10.0000 93.0000 2.4000 
54423 2011 10 14 0.0000 961.7000 1.2000 9.8000 72.0000 2.2000 
54423 2011 10 15 999990.0000 959.0000 2.6000 8.2000 67.0000 4.5000 
54423 2011 10 16 0.0000 963.5000 4.0000 11.6000 46.0000 9.0000 
54423 2011 10 17 0.0000 972.5000 1.1000 7.9000 53.0000 9.9000 
54423 2011 10 18 0.0000 974.1000 1.3000 8.8000 64.0000 9.0000 
54423 2011 10 19 0.0000 972.4000 1.0000 9.8000 73.0000 8.0000 
54423 2011 10 20 0.0000 970.7000 0.6000 11.3000 85.0000 0.0000 
54423 2011 10 21 0.0000 970.1000 0.9000 11.2000 83.0000 0.0000 
54423 2011 10 22 0.0000 968.0000 1.0000 10.4000 85.0000 0.0000 
54423 2011 10 23 8.8000 971.5000 2.0000 7.3000 89.0000 0.0000 
54423 2011 10 24 0.0000 977.7000 2.1000 3.7000 63.0000 9.5000 
54423 2011 10 25 0.0000 978.5000 1.3000 4.2000 57.0000 9.1000 
54423 2011 10 26 0.0000 974.0000 1.4000 5.7000 60.0000 4.1000 
54423 2011 10 27 0.0000 972.5000 1.2000 7.2000 65.0000 5.4000 
54423 2011 10 28 0.0000 974.6000 1.2000 5.6000 68.0000 7.9000 
54423 2011 10 29 0.0000 971.6000 0.8000 6.0000 71.0000 8.1000 
54423 2011 10 30 0.0000 970.8000 1.1000 7.0000 78.0000 5.0000 
54423 2011 10 31 0.0000 972.5000 0.9000 10.1000 77.0000 1.1000 
54423 2011 11 1 0.4000 973.1000 1.2000 10.7000 80.0000 0.0000 
54423 2011 11 2 0.0000 978.2000 0.5000 7.0000 71.0000 6.7000 
54423 2011 11 3 999990.0000 975.9000 0.9000 10.7000 63.0000 0.0000 
54423 2011 11 4 999990.0000 972.7000 1.8000 11.5000 64.0000 0.5000 
54423 2011 11 5 999990.0000 977.5000 1.7000 7.4000 58.0000 0.0000 
54423 2011 11 6 0.0000 977.9000 1.3000 3.7000 68.0000 0.7000 
54423 2011 11 7 0.0000 977.7000 1.7000 3.8000 68.0000 8.6000 
54423 2011 11 8 0.0000 976.8000 0.9000 5.2000 62.0000 2.7000 
54423 2011 11 9 0.0000 975.5000 1.2000 3.3000 61.0000 8.9000 
54423 2011 11 10 0.0000 969.7000 1.1000 2.5000 59.0000 8.3000 
54423 2011 11 11 0.0000 964.6000 1.0000 2.7000 59.0000 6.6000 
54423 2011 11 12 0.0000 966.8000 2.9000 6.7000 44.0000 8.0000 
54423 2011 11 13 0.0000 974.4000 2.5000 1.8000 32.0000 8.7000 
54423 2011 11 14 0.0000 974.4000 1.3000 -0.6000 48.0000 7.8000 
54423 2011 11 15 0.0000 975.8000 1.0000 0.2000 59.0000 7.1000 
54423 2011 11 16 0.0000 976.2000 0.9000 4.0000 74.0000 0.0000 
54423 2011 11 17 5.5000 970.7000 1.2000 6.2000 89.0000 0.0000 
54423 2011 11 18 0.4000 966.6000 1.0000 3.3000 95.0000 0.0000 
54423 2011 11 19 2.6000 971.6000 3.2000 -1.5000 59.0000 8.7000 
54423 2011 11 20 0.0000 978.3000 0.9000 -4.6000 54.0000 8.2000 
54423 2011 11 21 0.0000 977.8000 1.3000 -3.5000 68.0000 8.1000 
54423 2011 11 22 999990.0000 970.7000 2.6000 -0.5000 66.0000 1.9000 
54423 2011 11 23 0.0000 979.4000 2.8000 -4.5000 39.0000 8.2000 
54423 2011 11 24 0.0000 976.0000 0.9000 -5.5000 59.0000 3.9000 
54423 2011 11 25 0.0000 976.7000 1.0000 -4.4000 69.0000 5.8000 
54423 2011 11 26 0.0000 970.6000 0.9000 -2.7000 79.0000 0.0000 
54423 2011 11 27 0.0000 970.4000 0.4000 -1.5000 73.0000 6.7000 
54423 2011 11 28 0.0000 975.7000 1.8000 -0.1000 59.0000 7.1000 
54423 2011 11 29 0.0000 982.2000 0.9000 -4.1000 53.0000 0.0000 
54423 2011 11 30 0.0000 985.3000 1.2000 -4.5000 57.0000 8.2000 
54423 2011 12 1 0.0000 979.4000 1.3000 -5.7000 60.0000 6.3000 
54423 2011 12 2 0.0000 971.0000 1.1000 -3.2000 59.0000 1.5000 
54423 2011 12 3 0.0000 973.8000 1.3000 -4.1000 54.0000 8.3000 
54423 2011 12 4 0.0000 976.7000 1.1000 -5.5000 60.0000 7.6000 
54423 2011 12 5 999990.0000 979.4000 0.9000 -4.8000 77.0000 0.0000 
54423 2011 12 6 0.3000 978.7000 1.0000 -0.8000 84.0000 2.1000 
54423 2011 12 7 1.0000 981.0000 2.7000 -2.9000 66.0000 6.2000 
54423 2011 12 8 0.0000 985.8000 4.8000 -9.5000 40.0000 7.7000 
54423 2011 12 9 0.0000 983.4000 2.4000 -9.2000 42.0000 7.9000 
54423 2011 12 10 0.0000 975.9000 2.0000 -6.6000 47.0000 7.6000 
54423 2011 12 11 0.0000 974.2000 0.8000 -3.6000 60.0000 8.0000 
54423 2011 12 12 0.0000 978.4000 1.3000 -3.4000 56.0000 8.0000 
54423 2011 12 13 0.0000 972.2000 0.9000 -2.9000 67.0000 4.5000 
54423 2011 12 14 0.0000 980.0000 4.8000 -7.4000 35.0000 7.7000 
54423 2011 12 15 0.0000 982.6000 3.0000 -11.0000 44.0000 7.9000 
54423 2011 12 16 0.0000 984.5000 2.9000 -11.5000 31.0000 7.8000 
54423 2011 12 17 0.0000 980.8000 1.2000 -10.4000 42.0000 7.7000 
54423 2011 12 18 0.0000 981.1000 2.1000 -8.8000 39.0000 8.0000 
54423 2011 12 19 0.0000 979.3000 0.8000 -9.7000 48.0000 7.8000 
54423 2011 12 20 0.0000 977.0000 0.9000 -9.7000 53.0000 7.7000 
54423 2011 12 21 0.0000 976.8000 2.4000 -7.2000 35.0000 7.4000 
54423 2011 12 22 0.0000 979.1000 1.5000 -9.7000 46.0000 7.8000 
54423 2011 12 23 0.0000 974.1000 2.1000 -8.9000 47.0000 7.6000 
54423 2011 12 24 0.0000 975.0000 1.0000 -8.5000 49.0000 7.6000 
54423 2011 12 25 0.0000 980.0000 1.0000 -9.1000 56.0000 7.7000 
54423 2011 12 26 0.0000 983.4000 1.1000 -10.0000 62.0000 7.2000 
54423 2011 12 27 0.0000 979.0000 1.0000 -9.8000 64.0000 5.3000 
54423 2011 12 28 0.0000 979.7000 1.1000 -8.8000 68.0000 7.0000 
54423 2011 12 29 999990.0000 983.7000 1.4000 -9.3000 72.0000 0.0000 
54423 2011 12 30 0.4000 980.1000 1.6000 -8.0000 80.0000 0.0000 
54423 2011 12 31 0.0000 976.8000 1.4000 -8.1000 63.0000 7.1000 
54423 2012 1 1 0.0000 980.7000 2.4000 -7.5000 44.0000 7.4000 
54423 2012 1 2 999990.0000 975.8000 2.6000 -8.6000 44.0000 2.5000 
54423 2012 1 3 0.0000 978.1000 4.7000 -10.5000 41.0000 7.5000 
54423 2012 1 4 0.0000 980.5000 3.4000 -9.8000 39.0000 7.7000 
54423 2012 1 5 0.0000 976.8000 1.1000 -10.4000 51.0000 7.7000 
54423 2012 1 6 0.0000 983.9000 0.8000 -10.6000 55.0000 7.6000 
54423 2012 1 7 0.2000 984.2000 0.9000 -11.1000 72.0000 0.0000 
54423 2012 1 8 0.0000 980.0000 1.2000 -8.7000 61.0000 6.8000 
54423 2012 1 9 0.0000 979.3000 1.4000 -9.3000 57.0000 7.8000 
54423 2012 1 10 0.0000 980.1000 1.5000 -9.8000 53.0000 8.1000 
54423 2012 1 11 0.0000 983.3000 1.4000 -11.2000 50.0000 8.2000 
54423 2012 1 12 0.0000 974.0000 1.1000 -9.5000 52.0000 6.8000 
54423 2012 1 13 0.0000 975.7000 1.1000 -8.3000 57.0000 7.7000 
54423 2012 1 14 0.0000 974.4000 1.0000 -8.7000 57.0000 7.8000 
54423 2012 1 15 0.0000 971.7000 0.7000 -8.8000 55.0000 5.8000 
54423 2012 1 16 0.0000 969.0000 0.8000 -8.7000 66.0000 0.0000 
54423 2012 1 17 0.0000 970.6000 0.7000 -6.6000 70.0000 0.0000 
54423 2012 1 18 0.0000 973.3000 1.1000 -8.4000 75.0000 1.7000 
54423 2012 1 19 0.0000 976.5000 0.9000 -8.9000 75.0000 0.0000 
54423 2012 1 20 0.0000 982.5000 2.5000 -8.9000 40.0000 3.6000 
54423 2012 1 21 0.0000 983.6000 4.2000 -13.6000 26.0000 8.5000 
54423 2012 1 22 0.0000 980.9000 1.9000 -14.6000 32.0000 8.2000 
54423 2012 1 23 0.0000 975.6000 2.4000 -13.5000 39.0000 8.3000 
54423 2012 1 24 0.0000 974.0000 4.2000 -12.5000 40.0000 8.3000 
54423 2012 1 25 0.0000 970.2000 1.2000 -13.3000 43.0000 7.2000 
54423 2012 1 26 0.0000 969.3000 1.2000 -10.4000 44.0000 7.8000 
54423 2012 1 27 0.0000 974.4000 1.1000 -9.4000 37.0000 8.0000 
54423 2012 1 28 0.0000 977.2000 1.5000 -10.7000 50.0000 2.3000 
54423 2012 1 29 0.0000 981.5000 1.3000 -11.4000 38.0000 8.2000 
54423 2012 1 30 0.0000 977.5000 1.0000 -12.1000 43.0000 0.7000 
54423 2012 1 31 999990.0000 973.0000 3.9000 -11.0000 36.0000 8.7000 
54423 2012 2 1 0.0000 982.1000 3.8000 -14.1000 27.0000 8.3000 
54423 2012 2 2 0.0000 982.8000 3.0000 -13.0000 30.0000 8.1000 
54423 2012 2 3 0.0000 972.7000 1.8000 -11.7000 31.0000 8.3000 
54423 2012 2 4 0.0000 973.7000 1.6000 -9.4000 31.0000 7.6000 
54423 2012 2 5 0.3000 967.5000 1.3000 -8.2000 51.0000 3.5000 
54423 2012 2 6 0.0000 973.3000 4.3000 -10.8000 42.0000 8.1000 
54423 2012 2 7 0.0000 977.2000 4.6000 -13.5000 27.0000 8.8000 
54423 2012 2 8 0.0000 972.8000 3.3000 -9.7000 28.0000 9.1000 
54423 2012 2 9 0.0000 972.9000 2.3000 -9.1000 39.0000 8.7000 
54423 2012 2 10 0.0000 976.1000 1.8000 -7.2000 32.0000 9.3000 
54423 2012 2 11 0.0000 975.3000 2.4000 -8.2000 36.0000 9.2000 
54423 2012 2 12 0.0000 974.5000 1.1000 -7.9000 38.0000 3.1000 
54423 2012 2 13 0.0000 970.6000 1.4000 -5.3000 48.0000 0.0000 
54423 2012 2 14 0.0000 975.6000 2.2000 -4.2000 29.0000 8.6000 
54423 2012 2 15 0.0000 976.0000 2.2000 -7.7000 32.0000 8.5000 
54423 2012 2 16 0.0000 976.7000 2.7000 -7.7000 32.0000 8.0000 
54423 2012 2 17 0.0000 978.7000 4.8000 -9.8000 32.0000 8.7000 
54423 2012 2 18 0.0000 978.0000 2.7000 -7.9000 29.0000 9.2000 
54423 2012 2 19 0.0000 971.7000 1.1000 -5.2000 32.0000 8.9000 
54423 2012 2 20 0.0000 969.3000 1.0000 -4.0000 27.0000 7.5000 
54423 2012 2 21 0.0000 967.8000 1.3000 -3.4000 38.0000 6.4000 
54423 2012 2 22 0.4000 964.0000 2.0000 -4.2000 61.0000 0.0000 
54423 2012 2 23 0.0000 974.1000 3.6000 -4.1000 37.0000 9.9000 
54423 2012 2 24 0.0000 971.6000 2.5000 -2.8000 37.0000 3.2000 
54423 2012 2 25 0.0000 977.8000 4.3000 -4.8000 31.0000 9.6000 
54423 2012 2 26 0.0000 976.8000 1.5000 -4.6000 36.0000 9.5000 
54423 2012 2 27 0.0000 972.4000 1.5000 -4.4000 40.0000 7.3000 
54423 2012 2 28 0.0000 969.1000 0.9000 -2.1000 50.0000 0.0000 
54423 2012 2 29 0.0000 968.8000 1.3000 0.2000 52.0000 5.7000 
54423 2012 3 1 999990.0000 972.5000 1.0000 -0.9000 64.0000 0.0000 
54423 2012 3 2 0.0000 974.9000 1.4000 -0.9000 50.0000 0.0000 
54423 2012 3 3 0.0000 975.9000 1.1000 -2.0000 52.0000 0.0000 
54423 2012 3 4 0.0000 970.1000 1.3000 -0.6000 62.0000 0.0000 
54423 2012 3 5 2.7000 962.1000 1.1000 -2.6000 82.0000 0.0000 
54423 2012 3 6 999990.0000 963.6000 2.6000 -0.2000 44.0000 9.8000 
54423 2012 3 7 0.0000 970.0000 2.3000 -1.5000 47.0000 10.1000 
54423 2012 3 8 0.0000 977.7000 2.3000 -4.7000 29.0000 9.8000 
54423 2012 3 9 0.0000 974.1000 1.6000 -4.1000 41.0000 9.6000 
54423 2012 3 10 0.0000 974.1000 5.5000 -3.2000 29.0000 9.9000 
54423 2012 3 11 0.0000 979.6000 3.1000 -4.9000 25.0000 10.3000 
54423 2012 3 12 0.0000 974.9000 1.2000 -2.4000 26.0000 10.5000 
54423 2012 3 13 0.0000 968.2000 2.7000 0.5000 27.0000 7.3000 
54423 2012 3 14 0.0000 973.5000 1.6000 3.0000 21.0000 10.3000 
54423 2012 3 15 0.0000 971.7000 1.5000 3.1000 35.0000 7.7000 
54423 2012 3 16 0.8000 961.4000 1.5000 5.3000 79.0000 4.0000 
54423 2012 3 17 0.4000 963.3000 2.8000 1.2000 86.0000 2.4000 
54423 2012 3 18 5.6000 974.5000 1.7000 -2.6000 59.0000 10.7000 
54423 2012 3 19 0.0000 973.4000 1.0000 -0.3000 40.0000 10.1000 
54423 2012 3 20 0.0000 972.4000 1.2000 1.6000 46.0000 10.3000 
