V01301 V04001 V04002 V04003 V13305 V10004_701 V11291_701 V12001_701 V13003_701 V14032
54423 2005 8 4 0.0000 961.3000 0.8000 22.1000 77.0000 8.6000 
54423 2005 8 5 23.5000 964.9000 0.8000 22.4000 84.0000 2.9000 
54423 2005 8 6 0.0000 966.1000 1.1000 23.7000 82.0000 5.4000 
54423 2005 8 7 999990.0000 966.2000 1.8000 24.1000 81.0000 9.3000 
54423 2005 8 8 0.0000 962.1000 1.7000 24.5000 77.0000 0.0000 
54423 2005 8 9 13.5000 957.0000 0.9000 21.3000 99.0000 0.0000 
54423 2005 8 10 39.9000 955.2000 1.2000 23.3000 90.0000 5.5000 
54423 2005 8 11 0.0000 957.3000 0.5000 24.9000 87.0000 4.6000 
54423 2005 8 12 55.1000 959.5000 1.3000 24.0000 99.0000 0.0000 
54423 2005 8 13 3.0000 962.9000 0.5000 25.9000 91.0000 0.7000 
54423 2005 8 14 0.0000 963.8000 1.5000 27.2000 80.0000 5.5000 
54423 2005 8 15 47.1000 962.6000 1.0000 25.8000 91.0000 0.0000 
54423 2005 8 16 24.0000 968.0000 1.2000 19.9000 99.0000 0.0000 
54423 2005 8 17 10.8000 969.6000 0.8000 17.6000 84.0000 4.2000 
54423 2005 8 18 0.0000 970.7000 0.8000 17.5000 76.0000 12.5000 
54423 2005 8 19 0.0000 969.6000 0.9000 18.1000 79.0000 12.2000 
54423 2005 8 20 0.0000 966.0000 1.1000 18.8000 83.0000 9.9000 
54423 2005 8 21 0.0000 967.4000 1.2000 19.5000 76.0000 6.5000 
54423 2005 8 22 0.0000 971.0000 1.3000 20.1000 75.0000 11.0000 
54423 2005 8 23 0.0000 970.5000 1.2000 20.7000 81.0000 7.2000 
54423 2005 8 24 0.5000 969.0000 1.2000 18.8000 79.0000 10.9000 
54423 2005 8 25 0.6000 966.5000 1.1000 18.5000 84.0000 9.3000 
54423 2005 8 26 999990.0000 965.5000 1.5000 19.8000 79.0000 8.2000 
54423 2005 8 27 0.0000 965.4000 1.6000 20.3000 81.0000 10.8000 
54423 2005 8 28 0.0000 965.6000 0.9000 21.9000 85.0000 8.8000 
54423 2005 8 29 0.9000 964.5000 0.8000 22.7000 87.0000 0.8000 
54423 2005 8 30 0.0000 966.0000 0.9000 22.4000 79.0000 9.5000 
54423 2005 8 31 0.0000 963.9000 1.0000 22.5000 85.0000 0.0000 
54423 2005 9 1 0.0000 967.9000 2.2000 21.4000 70.0000 7.5000 
54423 2005 9 2 0.0000 975.6000 1.3000 16.4000 67.0000 11.1000 
54423 2005 9 3 0.0000 973.6000 1.2000 16.2000 69.0000 11.7000 
54423 2005 9 4 0.0000 972.7000 1.4000 17.7000 69.0000 11.4000 
54423 2005 9 5 0.0000 971.9000 1.3000 17.3000 69.0000 11.6000 
54423 2005 9 6 0.0000 969.3000 1.0000 17.2000 65.0000 10.6000 
54423 2005 9 7 0.0000 966.4000 0.5000 18.3000 67.0000 9.8000 
54423 2005 9 8 0.0000 967.5000 0.8000 19.4000 70.0000 10.5000 
54423 2005 9 9 0.0000 966.6000 0.9000 19.0000 73.0000 10.4000 
54423 2005 9 10 0.0000 968.2000 1.2000 20.6000 82.0000 0.0000 
54423 2005 9 11 0.0000 968.7000 1.3000 22.9000 76.0000 0.0000 
54423 2005 9 12 0.0000 972.5000 0.7000 22.8000 51.0000 4.8000 
54423 2005 9 13 0.2000 974.0000 1.0000 17.0000 79.0000 1.9000 
54423 2005 9 14 0.0000 974.3000 0.9000 16.3000 71.0000 9.1000 
54423 2005 9 15 0.7000 970.1000 1.0000 14.1000 86.0000 0.0000 
54423 2005 9 16 5.4000 963.4000 1.1000 18.0000 89.0000 5.4000 
54423 2005 9 17 0.0000 968.9000 2.7000 16.7000 36.0000 10.9000 
54423 2005 9 18 0.0000 974.5000 1.5000 13.5000 65.0000 10.0000 
54423 2005 9 19 7.0000 974.4000 1.0000 14.8000 88.0000 0.0000 
54423 2005 9 20 0.0000 975.1000 1.0000 13.8000 87.0000 0.0000 
54423 2005 9 21 0.0000 975.8000 1.2000 14.3000 68.0000 10.8000 
54423 2005 9 22 0.0000 975.5000 0.7000 11.5000 72.0000 11.1000 
54423 2005 9 23 0.2000 972.7000 0.8000 12.5000 84.0000 7.2000 
54423 2005 9 24 2.2000 970.9000 1.1000 16.2000 86.0000 7.4000 
54423 2005 9 25 0.0000 972.7000 1.3000 16.4000 72.0000 9.5000 
54423 2005 9 26 0.6000 974.8000 1.2000 17.4000 80.0000 3.4000 
54423 2005 9 27 0.0000 975.5000 0.7000 16.7000 79.0000 5.3000 
54423 2005 9 28 0.0000 973.4000 0.9000 16.0000 83.0000 1.4000 
54423 2005 9 29 6.6000 969.6000 0.3000 14.8000 100.0000 0.0000 
54423 2005 9 30 1.0000 970.7000 1.5000 14.7000 94.0000 1.5000 
54423 2005 10 1 0.0000 973.2000 1.8000 16.1000 67.0000 6.3000 
54423 2005 10 2 0.0000 980.6000 2.3000 12.2000 38.0000 10.8000 
54423 2005 10 3 0.0000 976.0000 2.2000 9.9000 60.0000 8.6000 
54423 2005 10 4 0.0000 974.4000 1.3000 9.5000 61.0000 10.1000 
54423 2005 10 5 0.0000 970.8000 1.2000 13.3000 58.0000 8.7000 
54423 2005 10 6 0.1000 970.1000 1.6000 13.7000 78.0000 0.0000 
54423 2005 10 7 0.1000 972.4000 1.8000 14.6000 53.0000 10.0000 
54423 2005 10 8 0.0000 977.3000 1.4000 10.3000 58.0000 10.2000 
54423 2005 10 9 0.0000 975.7000 0.9000 11.0000 62.0000 9.4000 
54423 2005 10 10 0.0000 975.2000 0.8000 12.0000 67.0000 8.6000 
54423 2005 10 11 0.0000 975.8000 0.3000 12.1000 79.0000 1.6000 
54423 2005 10 12 999990.0000 973.0000 0.9000 12.3000 84.0000 0.0000 
54423 2005 10 13 0.0000 974.1000 3.8000 12.4000 42.0000 6.1000 
54423 2005 10 14 0.0000 971.2000 1.6000 6.4000 44.0000 10.4000 
54423 2005 10 15 0.0000 968.5000 1.3000 9.5000 34.0000 10.2000 
54423 2005 10 16 0.0000 966.9000 1.8000 11.3000 39.0000 9.8000 
54423 2005 10 17 0.0000 980.0000 1.4000 7.4000 26.0000 9.7000 
54423 2005 10 18 0.0000 982.1000 1.2000 6.7000 45.0000 9.0000 
54423 2005 10 19 0.0000 980.2000 0.8000 8.2000 63.0000 8.7000 
54423 2005 10 20 0.3000 978.3000 1.2000 8.4000 77.0000 0.0000 
54423 2005 10 21 0.0000 987.7000 1.9000 5.5000 38.0000 9.8000 
54423 2005 10 22 0.0000 982.9000 0.9000 2.3000 48.0000 9.8000 
54423 2005 10 23 0.0000 972.9000 1.2000 5.9000 45.0000 9.5000 
54423 2005 10 24 0.0000 973.0000 1.1000 7.8000 46.0000 9.3000 
54423 2005 10 25 0.0000 975.0000 1.0000 8.3000 53.0000 9.2000 
54423 2005 10 26 0.0000 974.1000 0.6000 8.5000 82.0000 0.9000 
54423 2005 10 27 3.0000 976.2000 2.6000 8.5000 73.0000 2.3000 
54423 2005 10 28 0.0000 978.3000 3.1000 5.7000 45.0000 9.6000 
54423 2005 10 29 0.0000 976.0000 0.8000 3.7000 60.0000 2.4000 
54423 2005 10 30 0.0000 976.8000 1.2000 7.7000 50.0000 9.3000 
54423 2005 10 31 0.0000 972.9000 1.3000 6.2000 51.0000 8.7000 
54423 2005 11 1 999999.0000 970.1000 0.8000 7.0000 46.0000 8.7000 
54423 2005 11 2 999999.0000 970.1000 0.7000 6.4000 56.0000 7.3000 
54423 2005 11 3 999999.0000 970.8000 0.8000 5.0000 71.0000 2.6000 
54423 2005 11 4 999999.0000 970.3000 0.4000 6.1000 63.0000 7.7000 
54423 2005 11 5 999999.0000 967.5000 1.5000 5.8000 50.0000 1.6000 
54423 2005 11 6 999999.0000 967.9000 2.3000 4.1000 21.0000 8.5000 
54423 2005 11 7 999999.0000 967.8000 2.5000 1.9000 38.0000 7.9000 
54423 2005 11 8 999999.0000 972.4000 1.2000 1.5000 35.0000 8.3000 
54423 2005 11 9 999999.0000 967.5000 0.9000 2.1000 41.0000 8.5000 
54423 2005 11 10 999999.0000 968.0000 1.7000 4.6000 40.0000 8.8000 
54423 2005 11 11 999999.0000 974.3000 1.6000 2.5000 30.0000 8.1000 
54423 2005 11 12 999999.0000 975.4000 1.3000 2.3000 43.0000 3.2000 
54423 2005 11 13 999999.0000 982.8000 1.3000 1.8000 32.0000 8.4000 
54423 2005 11 14 999999.0000 982.8000 1.4000 -2.9000 40.0000 8.5000 
54423 2005 11 15 999999.0000 981.8000 1.5000 -2.7000 41.0000 8.3000 
54423 2005 11 16 999999.0000 981.1000 0.7000 -3.2000 49.0000 8.0000 
54423 2005 11 17 999999.0000 982.4000 0.4000 -2.3000 49.0000 8.0000 
54423 2005 11 18 999999.0000 987.4000 1.0000 -3.0000 48.0000 4.7000 
54423 2005 11 19 999999.0000 987.8000 1.0000 -4.3000 57.0000 3.6000 
54423 2005 11 20 999999.0000 982.7000 1.2000 -1.8000 53.0000 8.0000 
54423 2005 11 21 999999.0000 981.6000 1.1000 -0.9000 39.0000 7.7000 
54423 2005 11 22 999999.0000 977.9000 1.6000 -0.9000 41.0000 8.3000 
54423 2005 11 23 999999.0000 974.8000 0.9000 -1.4000 41.0000 8.0000 
54423 2005 11 24 999999.0000 972.3000 0.7000 -2.0000 43.0000 8.2000 
54423 2005 11 25 999999.0000 969.5000 0.8000 -2.5000 43.0000 8.0000 
54423 2005 11 26 999999.0000 966.3000 0.6000 -2.3000 44.0000 7.6000 
54423 2005 11 27 999999.0000 969.4000 1.0000 -3.4000 46.0000 1.0000 
54423 2005 11 28 999999.0000 971.6000 3.1000 -0.3000 37.0000 7.5000 
54423 2005 11 29 999999.0000 969.4000 1.2000 -2.9000 39.0000 7.9000 
54423 2005 11 30 999999.0000 966.6000 0.9000 -3.9000 48.0000 3.0000 
54423 2005 12 1 0.0000 976.7000 1.5000 -2.1000 39.0000 7.8000 
54423 2005 12 2 1.9000 982.1000 0.7000 -8.3000 57.0000 1.7000 
54423 2005 12 3 0.3000 981.0000 2.8000 -9.2000 62.0000 4.3000 
54423 2005 12 4 0.0000 979.8000 4.5000 -11.4000 37.0000 6.9000 
54423 2005 12 5 0.0000 986.3000 1.8000 -9.2000 49.0000 7.5000 
54423 2005 12 6 0.0000 983.7000 1.8000 -10.4000 48.0000 7.8000 
54423 2005 12 7 0.0000 981.9000 1.4000 -12.7000 50.0000 6.8000 
54423 2005 12 8 0.0000 980.4000 1.1000 -13.0000 51.0000 7.4000 
54423 2005 12 9 0.0000 981.6000 1.0000 -13.3000 53.0000 1.5000 
54423 2005 12 10 0.0000 987.8000 4.1000 -11.0000 35.0000 7.1000 
54423 2005 12 11 0.0000 986.5000 2.1000 -12.7000 40.0000 7.3000 
54423 2005 12 12 0.0000 984.0000 3.9000 -12.5000 42.0000 7.6000 
54423 2005 12 13 0.0000 982.7000 2.8000 -10.6000 38.0000 7.4000 
54423 2005 12 14 0.0000 983.0000 2.2000 -10.8000 34.0000 7.8000 
54423 2005 12 15 0.0000 979.5000 2.9000 -11.1000 41.0000 7.8000 
54423 2005 12 16 0.0000 980.8000 2.8000 -10.1000 41.0000 7.6000 
54423 2005 12 17 0.0000 986.7000 1.5000 -9.3000 28.0000 7.9000 
54423 2005 12 18 0.0000 979.7000 0.8000 -10.6000 44.0000 0.3000 
54423 2005 12 19 0.0000 981.6000 0.6000 -11.5000 52.0000 6.8000 
54423 2005 12 20 0.0000 984.9000 2.8000 -9.9000 44.0000 6.8000 
54423 2005 12 21 0.0000 980.4000 3.2000 -11.6000 28.0000 7.0000 
54423 2005 12 22 0.0000 968.8000 0.9000 -11.8000 43.0000 7.5000 
54423 2005 12 23 0.0000 973.6000 1.4000 -7.9000 53.0000 7.0000 
54423 2005 12 24 0.0000 972.1000 0.6000 -8.6000 53.0000 6.6000 
54423 2005 12 25 0.0000 977.9000 3.1000 -6.1000 31.0000 7.6000 
54423 2005 12 26 0.0000 983.7000 1.2000 -11.1000 32.0000 7.6000 
54423 2005 12 27 0.0000 985.5000 0.9000 -11.9000 33.0000 7.6000 
54423 2005 12 28 999990.0000 983.0000 0.9000 -9.2000 45.0000 0.0000 
54423 2005 12 29 0.0000 982.4000 0.7000 -7.6000 59.0000 0.0000 
54423 2005 12 30 0.0000 985.7000 0.4000 -8.4000 60.0000 4.9000 
54423 2005 12 31 0.0000 981.3000 1.3000 -6.3000 60.0000 3.0000 
54423 2006 1 1 0.0000 977.3000 0.4000 -6.1000 60.0000 7.3000 
54423 2006 1 2 0.0000 977.8000 1.2000 -6.6000 44.0000 7.2000 
54423 2006 1 3 0.0000 981.0000 0.7000 -9.8000 46.0000 0.0000 
54423 2006 1 4 0.0000 988.9000 4.4000 -11.5000 23.0000 0.0000 
54423 2006 1 5 0.0000 987.1000 1.6000 -13.4000 28.0000 8.0000 
54423 2006 1 6 0.0000 982.6000 1.5000 -12.0000 34.0000 7.2000 
54423 2006 1 7 0.0000 981.5000 0.8000 -10.9000 38.0000 7.8000 
54423 2006 1 8 0.0000 978.2000 0.6000 -12.2000 44.0000 6.2000 
54423 2006 1 9 0.0000 975.2000 0.8000 -10.8000 46.0000 7.8000 
54423 2006 1 10 0.0000 977.2000 1.0000 -7.8000 39.0000 7.0000 
54423 2006 1 11 999990.0000 979.6000 1.0000 -8.5000 58.0000 0.0000 
54423 2006 1 12 0.1000 976.4000 0.7000 -4.9000 80.0000 0.0000 
54423 2006 1 13 0.0000 974.8000 0.9000 -4.7000 75.0000 6.9000 
54423 2006 1 14 0.0000 974.6000 1.1000 -7.8000 65.0000 7.0000 
54423 2006 1 15 0.0000 973.8000 1.5000 -5.5000 56.0000 7.0000 
54423 2006 1 16 0.0000 976.9000 0.7000 -7.7000 42.0000 0.0000 
54423 2006 1 17 999990.0000 982.4000 0.6000 -6.7000 52.0000 0.0000 
54423 2006 1 18 999990.0000 985.5000 0.3000 -10.1000 77.0000 3.1000 
54423 2006 1 19 0.0000 985.1000 0.7000 -9.4000 68.0000 4.4000 
54423 2006 1 20 0.0000 981.3000 0.7000 -5.4000 51.0000 1.2000 
54423 2006 1 21 0.0000 978.6000 0.9000 -5.8000 49.0000 7.4000 
54423 2006 1 22 0.0000 982.7000 1.5000 -6.4000 41.0000 8.1000 
54423 2006 1 23 0.0000 984.7000 1.1000 -9.3000 46.0000 7.7000 
54423 2006 1 24 0.0000 982.9000 0.7000 -9.6000 59.0000 0.0000 
54423 2006 1 25 0.0000 984.9000 1.2000 -8.0000 61.0000 7.9000 
54423 2006 1 26 0.0000 978.2000 0.6000 -7.4000 57.0000 6.7000 
54423 2006 1 27 0.0000 978.7000 1.1000 -7.0000 55.0000 7.3000 
54423 2006 1 28 0.0000 971.6000 1.4000 -3.8000 50.0000 0.0000 
54423 2006 1 29 0.0000 977.9000 1.7000 -2.2000 44.0000 5.4000 
54423 2006 1 30 0.0000 986.2000 1.0000 -6.9000 24.0000 2.8000 
54423 2006 1 31 0.0000 980.4000 1.1000 -5.8000 56.0000 7.6000 
54423 2006 2 1 0.0000 982.4000 1.5000 -8.5000 36.0000 7.9000 
54423 2006 2 2 999990.0000 988.1000 6.9000 -12.9000 31.0000 7.9000 
54423 2006 2 3 0.0000 996.4000 1.9000 -16.3000 21.0000 8.4000 
54423 2006 2 4 0.0000 989.8000 1.3000 -14.3000 29.0000 7.8000 
54423 2006 2 5 0.0000 981.0000 0.6000 -9.9000 29.0000 1.8000 
54423 2006 2 6 5.0000 973.5000 0.9000 -8.3000 71.0000 0.0000 
54423 2006 2 7 999990.0000 981.7000 2.1000 -12.2000 50.0000 8.4000 
54423 2006 2 8 0.0000 991.1000 2.0000 -12.8000 40.0000 9.0000 
54423 2006 2 9 0.0000 980.6000 1.5000 -11.4000 46.0000 9.2000 
54423 2006 2 10 0.0000 970.5000 1.2000 -6.8000 60.0000 8.3000 
54423 2006 2 11 0.0000 975.2000 1.2000 -5.1000 48.0000 8.4000 
54423 2006 2 12 0.0000 973.1000 1.1000 -4.5000 69.0000 7.7000 
54423 2006 2 13 0.0000 963.2000 1.2000 -2.3000 82.0000 0.0000 
54423 2006 2 14 0.0000 968.9000 1.4000 -1.2000 70.0000 7.7000 
54423 2006 2 15 0.0000 973.6000 1.2000 -2.0000 56.0000 0.0000 
54423 2006 2 16 0.0000 983.1000 3.2000 -6.1000 19.0000 9.4000 
54423 2006 2 17 0.0000 981.4000 1.4000 -6.5000 32.0000 8.6000 
54423 2006 2 18 0.0000 974.6000 1.3000 -3.4000 31.0000 9.1000 
54423 2006 2 19 0.0000 972.0000 1.5000 -1.8000 34.0000 9.4000 
54423 2006 2 20 0.0000 967.4000 1.4000 -0.3000 40.0000 7.6000 
54423 2006 2 21 0.0000 974.1000 2.9000 -1.3000 48.0000 0.0000 
54423 2006 2 22 0.0000 980.6000 1.2000 -4.2000 32.0000 9.6000 
54423 2006 2 23 0.0000 981.1000 2.1000 -2.6000 17.0000 9.0000 
54423 2006 2 24 0.0000 978.1000 2.0000 -3.8000 51.0000 2.2000 
54423 2006 2 25 0.0000 978.1000 3.5000 -2.8000 50.0000 5.0000 
54423 2006 2 26 0.0000 986.8000 1.8000 -6.6000 25.0000 9.7000 
54423 2006 2 27 0.0000 989.4000 0.8000 -7.4000 32.0000 0.0000 
54423 2006 2 28 0.1000 980.0000 1.2000 -3.8000 69.0000 2.9000 
54423 2006 3 1 999999.0000 975.3000 2.8000 -4.5000 62.0000 8.4000 
54423 2006 3 2 999999.0000 973.9000 2.8000 -3.0000 34.0000 10.1000 
54423 2006 3 3 999999.0000 971.3000 1.3000 -3.7000 33.0000 8.9000 
54423 2006 3 4 999999.0000 966.6000 1.1000 1.7000 39.0000 6.6000 
54423 2006 3 5 999999.0000 972.1000 2.2000 1.4000 39.0000 10.0000 
54423 2006 3 6 999999.0000 976.1000 1.5000 -1.4000 31.0000 8.8000 
54423 2006 3 7 999999.0000 972.0000 1.9000 2.8000 33.0000 9.4000 
54423 2006 3 8 999999.0000 977.7000 1.9000 2.0000 23.0000 7.0000 
54423 2006 3 9 999999.0000 969.4000 1.8000 1.8000 39.0000 8.5000 
54423 2006 3 10 999999.0000 967.8000 3.9000 5.8000 26.0000 8.5000 
54423 2006 3 11 999999.0000 977.7000 5.1000 -1.6000 33.0000 8.4000 
54423 2006 3 12 999999.0000 982.0000 5.6000 -5.2000 18.0000 9.8000 
54423 2006 3 13 999999.0000 974.1000 3.8000 -1.4000 30.0000 8.4000 
54423 2006 3 14 999999.0000 970.8000 2.0000 3.8000 32.0000 10.4000 
54423 2006 3 15 999999.0000 962.8000 1.5000 5.5000 24.0000 4.6000 
54423 2006 3 16 999999.0000 959.8000 1.0000 6.3000 28.0000 10.0000 
54423 2006 3 17 999999.0000 959.9000 2.2000 10.2000 23.0000 4.7000 
54423 2006 3 18 999999.0000 971.4000 4.3000 5.6000 16.0000 11.0000 
54423 2006 3 19 999999.0000 971.0000 1.1000 3.0000 18.0000 10.0000 
54423 2006 3 20 999999.0000 966.4000 1.4000 6.4000 20.0000 7.4000 
54423 2006 3 21 999999.0000 966.6000 3.6000 7.8000 23.0000 9.3000 
54423 2006 3 22 999999.0000 966.9000 5.0000 8.5000 22.0000 9.4000 
54423 2006 3 23 999999.0000 970.2000 1.5000 4.4000 22.0000 10.9000 
54423 2006 3 24 999999.0000 962.1000 2.5000 8.1000 19.0000 7.6000 
54423 2006 3 25 999999.0000 969.9000 4.3000 4.7000 12.0000 10.8000 
54423 2006 3 26 999999.0000 970.6000 2.1000 1.9000 26.0000 7.3000 
54423 2006 3 27 999999.0000 967.7000 6.4000 2.7000 16.0000 5.3000 
54423 2006 3 28 999999.0000 970.1000 2.0000 1.8000 18.0000 8.6000 
54423 2006 3 29 999999.0000 963.6000 1.7000 6.5000 18.0000 10.5000 
54423 2006 3 30 999999.0000 969.4000 2.2000 5.4000 23.0000 9.4000 
54423 2006 3 31 999999.0000 962.1000 1.3000 8.4000 28.0000 9.4000 
54423 2006 4 1 5.3000 962.1000 1.7000 7.4000 64.0000 3.8000 
54423 2006 4 2 0.0000 958.8000 1.8000 9.4000 53.0000 9.7000 
54423 2006 4 3 0.0000 960.5000 2.0000 12.5000 34.0000 6.6000 
54423 2006 4 4 0.0000 966.9000 4.1000 13.5000 14.0000 10.8000 
54423 2006 4 5 0.0000 972.7000 2.1000 8.0000 21.0000 10.3000 
54423 2006 4 6 2.3000 965.3000 2.1000 2.8000 85.0000 0.0000 
54423 2006 4 7 0.0000 963.9000 5.0000 7.7000 37.0000 10.5000 
54423 2006 4 8 0.0000 967.3000 3.7000 7.9000 34.0000 8.0000 
54423 2006 4 9 0.0000 962.1000 1.7000 9.9000 43.0000 7.9000 
54423 2006 4 10 0.0000 960.2000 1.2000 10.3000 73.0000 9.6000 
54423 2006 4 11 0.0000 968.1000 2.6000 9.3000 56.0000 0.0000 
54423 2006 4 12 0.0000 976.4000 3.0000 5.3000 15.0000 8.5000 
54423 2006 4 13 0.0000 974.7000 1.9000 6.2000 17.0000 10.7000 
54423 2006 4 14 999990.0000 972.4000 1.8000 10.1000 24.0000 7.0000 
54423 2006 4 15 2.9000 974.5000 2.3000 5.3000 58.0000 9.0000 
54423 2006 4 16 0.0000 969.3000 2.6000 4.3000 36.0000 6.0000 
54423 2006 4 17 0.0000 959.4000 1.9000 11.6000 38.0000 6.5000 
54423 2006 4 18 1.7000 964.2000 4.2000 10.0000 61.0000 3.3000 
54423 2006 4 19 0.0000 968.5000 6.1000 7.3000 32.0000 9.2000 
54423 2006 4 20 0.0000 971.0000 1.7000 9.4000 29.0000 11.6000 
54423 2006 4 21 0.0000 960.2000 2.6000 11.9000 31.0000 9.4000 
54423 2006 4 22 0.0000 961.9000 6.2000 12.5000 20.0000 9.9000 
54423 2006 4 23 0.0000 963.3000 5.6000 10.2000 11.0000 10.0000 
54423 2006 4 24 0.0000 966.2000 1.7000 11.7000 15.0000 12.0000 
54423 2006 4 25 0.0000 963.3000 1.9000 12.4000 30.0000 6.9000 
54423 2006 4 26 0.0000 964.6000 1.4000 12.6000 39.0000 1.9000 
54423 2006 4 27 0.0000 969.8000 1.1000 11.9000 33.0000 9.2000 
54423 2006 4 28 999990.0000 960.7000 0.7000 14.0000 41.0000 9.0000 
54423 2006 4 29 0.0000 949.3000 3.3000 17.5000 34.0000 5.1000 
54423 2006 4 30 0.0000 953.1000 2.7000 22.2000 17.0000 9.0000 
54423 2006 5 1 0.0000 964.0000 2.6000 20.1000 10.0000 10.5000 
54423 2006 5 2 0.0000 968.4000 1.8000 15.9000 26.0000 9.9000 
54423 2006 5 3 0.1000 964.8000 2.5000 17.9000 41.0000 8.8000 
54423 2006 5 4 999990.0000 962.6000 1.3000 18.6000 58.0000 0.0000 
54423 2006 5 5 0.0000 968.6000 2.6000 18.7000 26.0000 10.4000 
54423 2006 5 6 999990.0000 965.0000 0.9000 15.3000 22.0000 6.7000 
54423 2006 5 7 0.0000 964.9000 2.8000 19.2000 37.0000 7.8000 
54423 2006 5 8 0.8000 967.7000 2.3000 15.3000 71.0000 0.0000 
54423 2006 5 9 0.5000 969.1000 2.3000 14.4000 81.0000 0.6000 
54423 2006 5 10 0.0000 973.8000 3.9000 15.9000 23.0000 12.5000 
54423 2006 5 11 0.0000 979.0000 1.9000 13.6000 30.0000 7.9000 
54423 2006 5 12 2.4000 976.6000 1.6000 10.4000 83.0000 0.0000 
54423 2006 5 13 0.7000 970.6000 2.7000 14.1000 51.0000 9.9000 
54423 2006 5 14 0.0000 966.2000 2.3000 17.9000 34.0000 10.7000 
54423 2006 5 15 0.0000 962.5000 2.7000 21.4000 31.0000 11.0000 
54423 2006 5 16 0.0000 961.1000 4.2000 23.4000 34.0000 9.6000 
54423 2006 5 17 3.3000 968.4000 2.3000 19.0000 44.0000 9.2000 
54423 2006 5 18 999990.0000 961.6000 1.2000 20.3000 47.0000 7.3000 
54423 2006 5 19 0.0000 960.9000 2.4000 21.0000 33.0000 10.9000 
54423 2006 5 20 999990.0000 963.6000 1.9000 19.7000 38.0000 6.4000 
54423 2006 5 21 999990.0000 964.7000 0.7000 17.1000 48.0000 1.8000 
54423 2006 5 22 0.0000 960.2000 2.1000 20.8000 46.0000 10.3000 
54423 2006 5 23 0.0000 961.5000 2.8000 23.9000 18.0000 9.2000 
54423 2006 5 24 0.0000 966.2000 1.5000 21.4000 33.0000 7.8000 
54423 2006 5 25 5.2000 969.1000 3.6000 16.5000 66.0000 1.1000 
54423 2006 5 26 999990.0000 964.7000 1.9000 15.2000 78.0000 3.0000 
54423 2006 5 27 11.6000 963.0000 1.4000 15.9000 75.0000 4.7000 
54423 2006 5 28 0.0000 962.0000 1.5000 18.2000 50.0000 12.6000 
54423 2006 5 29 0.0000 958.7000 1.4000 21.3000 44.0000 11.7000 
54423 2006 5 30 0.0000 958.9000 1.9000 23.7000 49.0000 9.0000 
54423 2006 5 31 999990.0000 963.4000 2.3000 23.5000 57.0000 4.6000 
54423 2006 6 1 0.0000 964.6000 2.6000 23.8000 51.0000 6.5000 
54423 2006 6 2 2.7000 965.8000 1.3000 19.7000 69.0000 0.0000 
54423 2006 6 3 39.6000 964.7000 1.4000 18.6000 85.0000 5.3000 
54423 2006 6 4 0.0000 961.8000 0.7000 20.9000 71.0000 9.6000 
54423 2006 6 5 0.0000 959.6000 1.4000 22.7000 62.0000 9.9000 
54423 2006 6 6 0.0000 957.7000 1.9000 24.1000 55.0000 6.2000 
54423 2006 6 7 3.7000 956.3000 1.9000 20.2000 65.0000 11.2000 
54423 2006 6 8 0.2000 951.6000 1.2000 17.8000 59.0000 6.2000 
54423 2006 6 9 2.4000 948.1000 2.6000 15.9000 66.0000 5.4000 
54423 2006 6 10 0.0000 953.9000 1.0000 17.9000 63.0000 10.6000 
54423 2006 6 11 0.0000 956.6000 1.6000 21.3000 59.0000 11.6000 
54423 2006 6 12 2.4000 959.4000 1.5000 19.8000 80.0000 2.2000 
54423 2006 6 13 20.1000 965.5000 1.2000 15.2000 100.0000 0.0000 
54423 2006 6 14 3.0000 959.6000 1.6000 17.3000 78.0000 7.0000 
54423 2006 6 15 999990.0000 954.6000 1.8000 19.1000 60.0000 12.9000 
54423 2006 6 16 0.0000 956.2000 2.1000 19.4000 54.0000 11.6000 
54423 2006 6 17 0.0000 961.3000 2.2000 20.4000 55.0000 12.3000 
54423 2006 6 18 0.0000 962.8000 1.2000 23.1000 52.0000 9.1000 
54423 2006 6 19 999990.0000 963.2000 1.5000 23.4000 52.0000 0.0000 
54423 2006 6 20 999990.0000 964.6000 1.8000 24.0000 51.0000 9.0000 
54423 2006 6 21 0.0000 963.2000 1.5000 25.4000 43.0000 11.4000 
54423 2006 6 22 0.0000 962.6000 1.5000 24.9000 47.0000 8.7000 
54423 2006 6 23 0.0000 962.2000 1.1000 24.5000 57.0000 6.1000 
54423 2006 6 24 8.6000 962.9000 2.0000 20.9000 83.0000 6.1000 
54423 2006 6 25 8.5000 960.6000 1.7000 20.0000 86.0000 8.0000 
54423 2006 6 26 999990.0000 958.8000 1.7000 21.3000 77.0000 8.3000 
54423 2006 6 27 0.0000 959.4000 1.9000 23.7000 68.0000 11.0000 
54423 2006 6 28 4.7000 961.6000 2.2000 22.6000 80.0000 6.3000 
54423 2006 6 29 18.9000 957.3000 1.1000 20.1000 99.0000 0.0000 
54423 2006 6 30 0.0000 959.0000 1.8000 20.8000 84.0000 4.6000 
54423 2006 7 1 4.8000 961.4000 0.6000 21.6000 78.0000 9.6000 
54423 2006 7 2 0.0000 961.4000 1.2000 23.0000 68.0000 12.7000 
54423 2006 7 3 0.0000 959.0000 1.1000 22.4000 77.0000 0.0000 
54423 2006 7 4 999990.0000 955.8000 1.1000 24.4000 75.0000 7.6000 
